Customer ID,Loan Sanction Amount (USD)
C-48101,53.104046
C-4800,71840.05
C-37439,101540.66
C-18640,28002.602
C-37478,46783.97
C-45410,47989.758
C-23721,54621.9
C-20805,84546.57
C-4203,63073.277
C-31016,31921.633
C-35333,6668.0566
C-27054,27315.164
C-33869,10121.539
C-5611,114762.914
C-28015,60897.668
C-7157,96067.16
C-47876,13.88151
C-45609,352.34097
C-46711,93508.336
C-37894,38786.973
C-18639,68409.3
C-39707,50042.906
C-36104,150412.5
C-13946,98775.26
C-11258,181107.39
C-43994,220.91858
C-43714,104.22559
C-47433,13429.858
C-35828,29402.814
C-24589,25463.41
C-38955,14274.552
C-14097,32775.273
C-41681,982.47473
C-30975,39400.453
C-42577,55.87325
C-36919,16872.451
C-24623,10772.288
C-1994,14922.988
C-47518,123.75685
C-48910,688.75244
C-27267,24602.99
C-48509,105184.766
C-33108,98754.27
C-36352,45310.76
C-42408,20618.914
C-44763,897.3941
C-44429,45131.414
C-14203,65210.773
C-26258,35496.12
C-7597,45898.918
C-29895,55909.727
C-1519,54030.95
C-37590,110259.69
C-18931,163924.44
C-10989,63773.832
C-5345,51006.44
C-28087,24875.678
C-3593,32721.56
C-21482,53578.547
C-36998,31678.52
C-29828,29235.744
C-8924,71956.82
C-18318,49217.31
C-28919,24182.666
C-6300,175544.25
C-19045,61.558815
C-47244,757.8807
C-3813,169.56194
C-9410,51513.02
C-18688,-35.66343
C-28819,66.7395
C-37548,-339.61127
C-17576,41766.574
C-41448,56419.99
C-44453,433.08823
C-47121,54086.355
C-18644,110365.43
C-31096,40252.184
C-4325,30173.014
C-11150,15899.728
C-47399,156.87831
C-11854,94300.11
C-9960,23439.781
C-6389,64173.707
C-36965,80.263626
C-17652,21542.945
C-49875,14801.702
C-9387,61347.957
C-36141,18873.795
C-31672,41048.07
C-31174,94271.734
C-39123,35919.035
C-36981,51296.8
C-38636,65824.695
C-19146,4805.9575
C-1646,14669.378
C-12204,87913.54
C-3963,15869.761
C-48599,93047.51
C-40535,65121.617
C-49003,39080.184
C-25917,21113.855
C-27572,170057.03
C-8879,102417.05
C-12492,94027.51
C-33357,114538.266
C-6624,64849.133
C-15322,43839.145
C-36286,13086.017
C-44449,487.0318
C-45203,-76.20438
C-27721,110887.695
C-12668,46726.832
C-38966,88074
C-1827,95189.48
C-5576,36064.246
C-21883,25868.086
C-18490,16841.791
C-2551,13934.574
C-29081,18483.932
C-27653,46730.89
C-23738,37035.29
C-33181,449.69797
C-17872,112002.18
C-36224,39303.773
C-9959,50.610104
C-15142,16115.523
C-23480,114827.58
C-28252,74076.76
C-47180,31.621927
C-3908,-510.35852
C-20072,64424.09
C-3490,18836.738
C-45924,186455.75
C-18345,276.40768
C-21890,179261.61
C-13936,40921.547
C-30976,18234.861
C-38402,54664.965
C-4704,116683.18
C-24827,33008.957
C-311,261.6505
C-12006,142532.73
C-21646,37619.35
C-17666,86463.97
C-8625,8805.344
C-45906,52422.59
C-14530,82663.25
C-15904,60018.082
C-24650,60100.652
C-33618,102468.27
C-14982,40424.598
C-18535,29291.387
C-47517,18238.393
C-41714,19337.402
C-44540,41459.184
C-38287,-11.5641165
C-43591,-3060.8228
C-3750,60773.055
C-10123,57216.695
C-29823,49730.348
C-706,101827.01
